'Time and date','Fc5.','Fc3.','Fc1.','Fcz.','Fc2.','Fc4.','Fc6.','C5..','C3..','C1..','Cz..','C2..','C4..','C6..','Cp5.','Cp3.','Cp1.','Cpz.','Cp2.','Cp4.','Cp6.','Fp1.','Fpz.','Fp2.','Af7.','Af3.','Afz.','Af4.','Af8.','F7..','F5..','F3..','F1..','Fz..','F2..','F4..','F6..','F8..','Ft7.','Ft8.','T7..','T8..','T9..','T10.','Tp7.','Tp8.','P7..','P5..','P3..','P1..','Pz..','P2..','P4..','P6..','P8..','Po7.','Po3.','Poz.','Po4.','Po8.','O1..','Oz..','O2..','Iz..','EDF Annotations'
'[16:17:02.156 12/08/2009]',1.000,3.000,-7.000,-8.000,-1.000,-3.000,-11.000,204.000,1.000,-4.000,0.000,-2.000,7.000,3.000,10.000,8.000,6.000,5.000,11.000,12.000,10.000,-41.000,-35.000,-42.000,-30.000,-21.000,-16.000,-21.000,-36.000,-8.000,-13.000,-14.000,-3.000,-13.000,-6.000,-18.000,-24.000,-37.000,-2.000,-33.000,-6.000,-27.000,3.000,-31.000,-2.000,-15.000,5.000,6.000,3.000,3.000,1.000,1.000,2.000,1.000,-4.000,4.000,5.000,3.000,-2.000,-20.000,-1.000,-1.000,-5.000,-8.000,0.000
'[16:17:02.163 12/08/2009]',-18.000,-17.000,-22.000,-25.000,-15.000,-18.000,-25.000,-15.000,-13.000,-17.000,-15.000,-15.000,-10.000,-16.000,-5.000,-7.000,-9.000,-13.000,-7.000,-5.000,-4.000,-58.000,-51.000,-59.000,-47.000,-36.000,-33.000,-36.000,-50.000,-26.000,-30.000,-31.000,-3.000,-26.000,-18.000,-29.000,-35.000,-43.000,-19.000,-36.000,-22.000,-30.000,-17.000,-33.000,-17.000,-16.000,-11.000,-7.000,-10.000,-9.000,-12.000,-10.000,-10.000,-7.000,-10.000,-10.000,-6.000,-8.000,-12.000,-28.000,-11.000,-10.000,-13.000,-13.000,0.000
'[16:17:02.169 12/08/2009]',-26.000,-26.000,-30.000,-26.000,-17.000,-23.000,-27.000,129.000,-21.000,-25.000,-24.000,-22.000,-16.000,-14.000,-10.000,-14.000,-15.000,-16.000,-13.000,-10.000,-6.000,-59.000,-50.000,-58.000,-48.000,-29.000,-34.000,-37.000,-48.000,-26.000,-29.000,-31.000,-3.000,-27.000,-23.000,-30.000,-36.000,-41.000,-17.000,-33.000,-21.000,-22.000,-14.000,-28.000,-12.000,-9.000,-11.000,-6.000,-11.000,-11.000,-12.000,-10.000,-10.000,-5.000,-6.000,-7.000,-5.000,-6.000,-10.000,-24.000,-5.000,-7.000,-8.000,-7.000,0.000
'[16:17:02.175 12/08/2009]',-11.000,-9.000,-7.000,-8.000,-7.000,-10.000,-17.000,-94.000,-1.000,-10.000,-5.000,-10.000,-17.000,-15.000,-6.000,-13.000,-15.000,-13.000,-13.000,-11.000,-7.000,-52.000,-42.000,-48.000,-43.000,-24.000,-26.000,-32.000,-43.000,-17.000,-22.000,-23.000,10.000,-23.000,-22.000,-26.000,-32.000,-42.000,-10.000,-27.000,-10.000,-14.000,1.000,-30.000,1.000,-6.000,-3.000,-2.000,-7.000,-7.000,-10.000,-8.000,-9.000,-4.000,-5.000,0.000,1.000,-4.000,-6.000,-21.000,1.000,-3.000,-4.000,-4.000,0.000
'[16:17:02.181 12/08/2009]',5.000,5.000,7.000,3.000,-1.000,1.000,-6.000,-192.000,10.000,-4.000,0.000,-5.000,-17.000,-13.000,-2.000,-10.000,-12.000,-5.000,-14.000,-12.000,-9.000,-49.000,-40.000,-43.000,-39.000,-19.000,-23.000,-29.000,-37.000,-12.000,-17.000,-19.000,6.000,-21.000,-14.000,-24.000,-29.000,-33.000,-5.000,-29.000,-7.000,-21.000,3.000,-23.000,3.000,-10.000,-2.000,-2.000,-8.000,-6.000,-10.000,-9.000,-11.000,-5.000,-7.000,-2.000,-2.000,-5.000,-7.000,-23.000,-2.000,-2.000,-4.000,-5.000,0.000
'[16:17:02.188 12/08/2009]',-8.000,-8.000,-16.000,-19.000,-23.000,-18.000,-22.000,82.000,-7.000,-16.000,-17.000,-18.000,-20.000,-18.000,-5.000,-11.000,-11.000,-9.000,-13.000,-12.000,-10.000,-47.000,-37.000,-39.000,-36.000,-16.000,-20.000,-22.000,-28.000,-7.000,-12.000,-14.000,4.000,-15.000,-5.000,-19.000,-21.000,-18.000,1.000,-21.000,-9.000,-18.000,-1.000,-21.000,-5.000,-7.000,-8.000,-1.000,-4.000,-2.000,-5.000,-1.000,-4.000,2.000,-2.000,-4.000,-1.000,2.000,0.000,-17.000,-3.000,0.000,0.000,-7.000,0.000
'[16:17:02.194 12/08/2009]',12.000,11.000,13.000,9.000,0.000,6.000,3.000,-163.000,15.000,8.000,10.000,6.000,-5.000,-7.000,4.000,2.000,1.000,5.000,2.000,3.000,3.000,-32.000,-21.000,-24.000,-22.000,-3.000,-5.000,-6.000,-15.000,4.000,3.000,2.000,8.000,2.000,13.000,-3.000,-6.000,-6.000,11.000,-8.000,0.000,-6.000,9.000,-12.000,3.000,1.000,-2.000,7.000,4.000,6.000,5.000,9.000,6.000,11.000,5.000,-1.000,3.000,8.000,7.000,-12.000,0.000,3.000,4.000,-4.000,0.000
'[16:17:02.200 12/08/2009]',21.000,17.000,21.000,21.000,14.000,15.000,10.000,-113.000,16.000,10.000,13.000,11.000,3.000,4.000,6.000,5.000,4.000,8.000,6.000,8.000,7.000,-27.000,-18.000,-22.000,-20.000,-2.000,-2.000,-4.000,-14.000,-4.000,1.000,0.000,5.000,5.000,14.000,1.000,-3.000,-10.000,4.000,-5.000,-3.000,-2.000,8.000,-10.000,-5.000,1.000,-4.000,1.000,-3.000,2.000,4.000,7.000,6.000,9.000,1.000,-8.000,-5.000,4.000,6.000,-15.000,-6.000,-3.000,0.000,-10.000,0.000
'[16:17:02.206 12/08/2009]',0.000,2.000,2.000,7.000,5.000,12.000,14.000,8.000,0.000,0.000,5.000,7.000,8.000,7.000,-3.000,-3.000,2.000,-6.000,9.000,12.000,11.000,-28.000,-16.000,-18.000,-22.000,-4.000,1.000,1.000,-11.000,-7.000,0.000,1.000,6.000,7.000,17.000,7.000,4.000,-10.000,-1.000,-1.000,-10.000,1.000,0.000,-4.000,-12.000,4.000,-8.000,-2.000,-3.000,2.000,5.000,10.000,8.000,11.000,2.000,-10.000,-6.000,4.000,5.000,-17.000,-7.000,-6.000,-2.000,-12.000,0.000
'[16:17:02.213 12/08/2009]',7.000,12.000,23.000,26.000,21.000,25.000,20.000,-222.000,14.000,12.000,21.000,22.000,11.000,7.000,0.000,2.000,7.000,0.000,12.000,13.000,10.000,-32.000,-21.000,-20.000,-26.000,-3.000,-3.000,-5.000,-18.000,-7.000,-5.000,-4.000,6.000,2.000,11.000,-1.000,-8.000,-5.000,-6.000,-10.000,-12.000,-8.000,-3.000,1.000,-10.000,-1.000,-7.000,0.000,-1.000,3.000,4.000,5.000,2.000,4.000,-4.000,-7.000,-6.000,1.000,-3.000,-26.000,-7.000,-9.000,-7.000,-8.000,0.000
'[16:17:02.219 12/08/2009]',-4.000,-2.000,4.000,13.000,5.000,5.000,-6.000,27.000,2.000,-2.000,5.000,8.000,4.000,1.000,4.000,2.000,5.000,1.000,7.000,6.000,4.000,-48.000,-37.000,-36.000,-43.000,-10.000,-19.000,-19.000,-35.000,-21.000,-20.000,-20.000,2.000,-13.000,-6.000,-15.000,-21.000,-17.000,-13.000,-19.000,-12.000,-14.000,-4.000,-22.000,-8.000,-3.000,-5.000,-1.000,-4.000,0.000,-4.000,-4.000,-8.000,-5.000,-8.000,-7.000,-8.000,-6.000,-12.000,-32.000,-8.000,-11.000,-13.000,-9.000,0.000
'[16:17:02.225 12/08/2009]',-20.000,-18.000,-15.000,-7.000,-12.000,-8.000,-14.000,-24.000,-11.000,-12.000,-6.000,-4.000,-8.000,-11.000,-6.000,-13.000,-8.000,-15.000,-6.000,-8.000,-9.000,-59.000,-47.000,-50.000,-54.000,-17.000,-29.000,-29.000,-46.000,-30.000,-29.000,-28.000,7.000,-23.000,-15.000,-24.000,-27.000,-31.000,-19.000,-23.000,-20.000,-17.000,-12.000,-29.000,-14.000,-13.000,-11.000,-8.000,-13.000,-9.000,-14.000,-13.000,-17.000,-13.000,-15.000,-12.000,-13.000,-11.000,-16.000,-33.000,-12.000,-13.000,-15.000,-13.000,0.000
'[16:17:02.231 12/08/2009]',-11.000,-7.000,3.000,4.000,-2.000,-1.000,-5.000,-190.000,1.000,-1.000,3.000,2.000,-10.000,-10.000,-3.000,-8.000,-5.000,-6.000,-5.000,-8.000,-9.000,-46.000,-34.000,-37.000,-39.000,2.000,-16.000,-17.000,-33.000,-13.000,-11.000,-12.000,7.000,-9.000,0.000,-14.000,-18.000,-21.000,-3.000,-13.000,-6.000,-8.000,1.000,-9.000,5.000,-11.000,-1.000,3.000,-2.000,-1.000,-5.000,-5.000,-10.000,-6.000,-9.000,-2.000,-2.000,-3.000,-8.000,-27.000,-4.000,-5.000,-7.000,-4.000,0.000
'[16:17:02.238 12/08/2009]',-3.000,2.000,2.000,-1.000,-4.000,-4.000,-9.000,34.000,3.000,0.000,-1.000,-4.000,-8.000,-6.000,5.000,-2.000,1.000,1.000,-5.000,-9.000,-8.000,-43.000,-33.000,-37.000,-35.000,-1.000,-15.000,-18.000,-32.000,-10.000,-9.000,-10.000,5.000,-9.000,-4.000,-16.000,-22.000,-29.000,-3.000,-21.000,-8.000,-14.000,-4.000,-22.000,-1.000,-18.000,-5.000,-3.000,-7.000,-7.000,-13.000,-13.000,-17.000,-14.000,-18.000,-10.000,-8.000,-11.000,-18.000,-36.000,-12.000,-14.000,-15.000,-15.000,0.000
'[16:17:02.244 12/08/2009]',-3.000,1.000,2.000,-2.000,-8.000,-7.000,-10.000,-167.000,4.000,-1.000,0.000,-6.000,-16.000,-23.000,0.000,-12.000,-7.000,-5.000,-12.000,-16.000,-16.000,-51.000,-40.000,-40.000,-42.000,-12.000,-19.000,-22.000,-35.000,-15.000,-13.000,-13.000,8.000,-11.000,-4.000,-17.000,-21.000,-30.000,-10.000,-23.000,-13.000,-21.000,-2.000,-26.000,-13.000,-18.000,-6.000,-4.000,-8.000,-7.000,-13.000,-11.000,-13.000,-10.000,-14.000,-7.000,-6.000,-8.000,-13.000,-31.000,-7.000,-6.000,-8.000,-5.000,0.000
'[16:17:02.250 12/08/2009]',5.000,6.000,7.000,7.000,3.000,0.000,1.000,-26.000,5.000,1.000,5.000,1.000,-5.000,-10.000,1.000,-7.000,-2.000,4.000,-1.000,-4.000,-3.000,-42.000,-32.000,-31.000,-33.000,-4.000,-9.000,-12.000,-24.000,-6.000,-3.000,-3.000,3.000,-1.000,8.000,-5.000,-8.000,-13.000,0.000,-11.000,-7.000,-7.000,4.000,-11.000,0.000,-4.000,-2.000,2.000,-2.000,0.000,-3.000,-1.000,-1.000,2.000,-1.000,0.000,1.000,1.000,-2.000,-20.000,0.000,3.000,0.000,2.000,0.000
'[16:17:02.256 12/08/2009]',5.000,6.000,6.000,4.000,4.000,2.000,-3.000,72.000,4.000,2.000,6.000,4.000,3.000,2.000,2.000,-3.000,-1.000,3.000,3.000,3.000,4.000,-36.000,-27.000,-29.000,-30.000,-5.000,-7.000,-11.000,-23.000,-9.000,-4.000,-3.000,10.000,-1.000,2.000,-7.000,-14.000,-13.000,-1.000,-7.000,-8.000,-7.000,-6.000,-7.000,2.000,-6.000,-3.000,1.000,-3.000,-1.000,-4.000,-3.000,-3.000,1.000,-4.000,-3.000,-2.000,-4.000,-4.000,-24.000,-6.000,-6.000,-7.000,-14.000,0.000
'[16:17:02.263 12/08/2009]',8.000,9.000,16.000,13.000,12.000,10.000,5.000,-193.000,11.000,8.000,13.000,10.000,3.000,1.000,1.000,-1.000,-2.000,1.000,3.000,3.000,3.000,-38.000,-28.000,-32.000,-33.000,-8.000,-11.000,-13.000,-27.000,-10.000,-6.000,-6.000,10.000,-3.000,2.000,-8.000,-16.000,-16.000,-2.000,-12.000,-2.000,-10.000,-1.000,-10.000,5.000,-4.000,2.000,4.000,3.000,4.000,-1.000,4.000,3.000,6.000,1.000,2.000,3.000,2.000,3.000,-18.000,-2.000,1.000,-2.000,-5.000,0.000
'[16:17:02.269 12/08/2009]',4.000,4.000,4.000,7.000,8.000,5.000,-1.000,103.000,4.000,2.000,4.000,6.000,10.000,6.000,10.000,6.000,6.000,4.000,8.000,11.000,10.000,-36.000,-25.000,-28.000,-31.000,-2.000,-6.000,-7.000,-22.000,-4.000,-1.000,-2.000,-1.000,1.000,9.000,-1.000,-7.000,-6.000,6.000,-7.000,6.000,-3.000,11.000,-10.000,5.000,5.000,9.000,11.000,10.000,12.000,6.000,10.000,10.000,11.000,6.000,8.000,8.000,8.000,8.000,-12.000,5.000,10.000,5.000,6.000,0.000
'[16:17:02.275 12/08/2009]',-1.000,-1.000,-4.000,0.000,0.000,2.000,-3.000,85.000,0.000,-3.000,1.000,3.000,9.000,5.000,7.000,4.000,4.000,2.000,4.000,7.000,7.000,-42.000,-31.000,-32.000,-39.000,-8.000,-11.000,-10.000,-24.000,-12.000,-8.000,-9.000,2.000,-6.000,4.000,-4.000,-8.000,-4.000,-3.000,-5.000,-10.000,-1.000,-8.000,-6.000,-10.000,2.000,-2.000,1.000,-1.000,3.000,-2.000,-1.000,-1.000,1.000,-2.000,-2.000,0.000,0.000,-3.000,-19.000,-2.000,4.000,-3.000,1.000,0.000
'[16:17:02.281 12/08/2009]',-4.000,-4.000,-3.000,1.000,-1.000,-1.000,-3.000,-31.000,-1.000,-3.000,-2.000,-3.000,1.000,1.000,-1.000,-1.000,-3.000,0.000,-5.000,-3.000,-3.000,-45.000,-33.000,-32.000,-42.000,-10.000,-15.000,-14.000,-25.000,-12.000,-13.000,-13.000,-4.000,-12.000,1.000,-11.000,-15.000,-9.000,-8.000,-10.000,-18.000,-7.000,-17.000,-6.000,-16.000,-13.000,-13.000,-9.000,-11.000,-10.000,-14.000,-17.000,-18.000,-16.000,-18.000,-16.000,-15.000,-15.000,-21.000,-35.000,-18.000,-12.000,-18.000,-17.000,0.000
'[16:17:02.288 12/08/2009]',-12.000,-13.000,-18.000,-17.000,-18.000,-20.000,-20.000,225.000,-14.000,-17.000,-18.000,-21.000,-17.000,-17.000,-8.000,-11.000,-14.000,-9.000,-21.000,-21.000,-22.000,-48.000,-36.000,-42.000,-43.000,-16.000,-25.000,-26.000,-36.000,-16.000,-19.000,-20.000,-5.000,-24.000,-15.000,-24.000,-28.000,-27.000,-11.000,-22.000,-20.000,-23.000,-16.000,-27.000,-15.000,-27.000,-17.000,-15.000,-18.000,-18.000,-24.000,-25.000,-26.000,-24.000,-25.000,-20.000,-20.000,-20.000,-24.000,-37.000,-21.000,-15.000,-18.000,-22.000,0.000
'[16:17:02.294 12/08/2009]',-14.000,-14.000,-22.000,-25.000,-27.000,-24.000,-19.000,5.000,-12.000,-16.000,-20.000,-20.000,-18.000,-20.000,-7.000,-10.000,-13.000,-9.000,-16.000,-17.000,-17.000,-44.000,-34.000,-39.000,-34.000,-12.000,-22.000,-22.000,-29.000,-11.000,-13.000,-14.000,3.000,-19.000,-6.000,-17.000,-19.000,-13.000,0.000,-13.000,-9.000,-13.000,-4.000,-23.000,-4.000,-14.000,-5.000,-4.000,-5.000,-4.000,-9.000,-9.000,-10.000,-7.000,-10.000,-5.000,-4.000,-3.000,-5.000,-22.000,-4.000,2.000,0.000,-2.000,0.000
'[16:17:02.300 12/08/2009]',4.000,1.000,-6.000,-5.000,-6.000,-5.000,2.000,95.000,2.000,-1.000,-5.000,-4.000,1.000,4.000,8.000,5.000,4.000,8.000,2.000,1.000,1.000,-29.000,-19.000,-22.000,-16.000,5.000,-6.000,-6.000,-13.000,7.000,3.000,1.000,-8.000,-5.000,10.000,-2.000,-4.000,4.000,13.000,-5.000,4.000,-2.000,11.000,-14.000,7.000,-5.000,4.000,4.000,4.000,4.000,-2.000,-4.000,-6.000,-5.000,-11.000,1.000,1.000,-1.000,-7.000,-26.000,-1.000,1.000,-5.000,-1.000,0.000
'[16:17:02.306 12/08/2009]',7.000,4.000,-6.000,-7.000,-10.000,-13.000,-14.000,171.000,-1.000,-5.000,-10.000,-13.000,-10.000,-12.000,5.000,2.000,-1.000,2.000,-8.000,-12.000,-13.000,-31.000,-22.000,-26.000,-20.000,1.000,-12.000,-16.000,-25.000,3.000,-2.000,-4.000,-1.000,-14.000,-8.000,-18.000,-22.000,-12.000,7.000,-17.000,-1.000,-24.000,5.000,-22.000,-3.000,-22.000,-2.000,-3.000,-4.000,-5.000,-12.000,-16.000,-20.000,-21.000,-24.000,-5.000,-6.000,-12.000,-19.000,-38.000,-8.000,-11.000,-17.000,-15.000,0.000
'[16:17:02.313 12/08/2009]',6.000,4.000,-5.000,-10.000,-15.000,-22.000,-26.000,-41.000,2.000,-4.000,-10.000,-16.000,-17.000,-23.000,3.000,2.000,-3.000,3.000,-12.000,-17.000,-20.000,-24.000,-15.000,-20.000,-15.000,7.000,-6.000,-13.000,-24.000,8.000,4.000,3.000,-1.000,-7.000,-3.000,-14.000,-17.000,-17.000,12.000,-15.000,3.000,-18.000,11.000,-10.000,2.000,-18.000,1.000,2.000,1.000,0.000,-5.000,-7.000,-12.000,-13.000,-14.000,-2.000,-1.000,-5.000,-9.000,-27.000,-5.000,-6.000,-7.000,-12.000,0.000
'[16:17:02.319 12/08/2009]',14.000,13.000,3.000,3.000,0.000,-7.000,-12.000,174.000,8.000,4.000,1.000,-3.000,2.000,-3.000,12.000,11.000,10.000,15.000,5.000,1.000,-4.000,-4.000,6.000,3.000,3.000,21.000,11.000,7.000,-1.000,21.000,18.000,16.000,-7.000,10.000,14.000,6.000,4.000,1.000,20.000,-3.000,8.000,0.000,13.000,-5.000,12.000,-4.000,6.000,11.000,9.000,10.000,7.000,7.000,2.000,1.000,-2.000,4.000,7.000,4.000,2.000,-19.000,1.000,2.000,0.000,-4.000,0.000
'[16:17:02.325 12/08/2009]',20.000,19.000,17.000,17.000,14.000,14.000,10.000,-36.000,16.000,13.000,17.000,13.000,10.000,5.000,11.000,10.000,11.000,10.000,12.000,8.000,1.000,4.000,13.000,13.000,8.000,16.000,14.000,13.000,7.000,15.000,14.000,12.000,5.000,10.000,14.000,10.000,9.000,6.000,12.000,1.000,-4.000,-2.000,-2.000,-12.000,-3.000,-6.000,-5.000,4.000,5.000,6.000,6.000,5.000,2.000,-1.000,-7.000,-6.000,1.000,1.000,-3.000,-26.000,-8.000,-6.000,-8.000,-14.000,0.000
'[16:17:02.331 12/08/2009]',13.000,11.000,14.000,20.000,17.000,15.000,12.000,-68.000,11.000,9.000,14.000,12.000,8.000,4.000,7.000,5.000,8.000,10.000,11.000,8.000,2.000,12.000,20.000,18.000,15.000,16.000,15.000,16.000,10.000,13.000,11.000,10.000,-3.000,11.000,17.000,11.000,11.000,12.000,8.000,4.000,-5.000,-4.000,-2.000,-7.000,-4.000,-6.000,-5.000,4.000,6.000,10.000,8.000,8.000,6.000,5.000,-4.000,-6.000,1.000,3.000,2.000,-22.000,-7.000,-5.000,-6.000,-13.000,0.000
'[16:17:02.338 12/08/2009]',8.000,6.000,5.000,15.000,15.000,13.000,14.000,142.000,6.000,7.000,11.000,13.000,18.000,14.000,12.000,13.000,13.000,11.000,18.000,19.000,15.000,25.000,32.000,29.000,29.000,23.000,24.000,26.000,22.000,24.000,21.000,20.000,-2.000,21.000,26.000,22.000,23.000,18.000,19.000,13.000,8.000,6.000,8.000,-3.000,5.000,5.000,1.000,8.000,11.000,14.000,13.000,16.000,14.000,14.000,6.000,-2.000,3.000,7.000,10.000,-13.000,-3.000,-1.000,0.000,-9.000,0.000
'[16:17:02.344 12/08/2009]',31.000,30.000,40.000,42.000,36.000,40.000,41.000,-165.000,31.000,31.000,36.000,35.000,25.000,22.000,14.000,18.000,18.000,15.000,23.000,25.000,23.000,48.000,51.000,44.000,47.000,37.000,36.000,35.000,36.000,37.000,33.000,32.000,6.000,31.000,36.000,27.000,26.000,30.000,25.000,15.000,7.000,10.000,4.000,6.000,0.000,11.000,-5.000,5.000,7.000,12.000,12.000,15.000,15.000,14.000,8.000,-4.000,-1.000,5.000,8.000,-14.000,-4.000,-1.000,1.000,-3.000,0.000
'[16:17:02.350 12/08/2009]',33.000,34.000,39.000,42.000,37.000,32.000,24.000,-10.000,28.000,26.000,27.000,27.000,25.000,25.000,13.000,17.000,20.000,23.000,21.000,23.000,22.000,65.000,67.000,59.000,60.000,49.000,44.000,41.000,47.000,43.000,40.000,39.000,-5.000,36.000,43.000,30.000,29.000,40.000,30.000,21.000,5.000,15.000,1.000,10.000,-1.000,16.000,-1.000,10.000,12.000,15.000,16.000,18.000,17.000,16.000,12.000,4.000,8.000,12.000,13.000,-11.000,6.000,8.000,8.000,6.000,0.000
'[16:17:02.356 12/08/2009]',40.000,41.000,36.000,35.000,35.000,30.000,29.000,63.000,37.000,34.000,31.000,30.000,33.000,34.000,29.000,32.000,28.000,35.000,30.000,30.000,29.000,85.000,82.000,70.000,77.000,62.000,58.000,51.000,55.000,56.000,53.000,52.000,1.000,44.000,50.000,40.000,40.000,39.000,41.000,30.000,21.000,20.000,14.000,10.000,17.000,20.000,13.000,21.000,22.000,21.000,23.000,23.000,21.000,21.000,13.000,10.000,14.000,17.000,16.000,-9.000,9.000,8.000,8.000,-2.000,0.000
'[16:17:02.363 12/08/2009]',58.000,58.000,63.000,56.000,53.000,52.000,56.000,-216.000,53.000,45.000,45.000,39.000,32.000,35.000,24.000,27.000,23.000,30.000,22.000,24.000,23.000,93.000,88.000,77.000,82.000,67.000,59.000,56.000,65.000,52.000,50.000,46.000,5.000,42.000,51.000,43.000,47.000,50.000,35.000,32.000,17.000,20.000,11.000,17.000,14.000,13.000,0.000,5.000,7.000,7.000,8.000,9.000,10.000,11.000,5.000,-5.000,-1.000,3.000,4.000,-18.000,-6.000,-5.000,-3.000,-12.000,0.000
'[16:17:02.369 12/08/2009]',40.000,36.000,36.000,36.000,34.000,40.000,44.000,54.000,23.000,18.000,18.000,17.000,24.000,33.000,5.000,7.000,9.000,15.000,10.000,13.000,14.000,116.000,109.000,96.000,99.000,79.000,65.000,65.000,81.000,62.000,52.000,48.000,-1.000,44.000,57.000,44.000,51.000,58.000,35.000,30.000,7.000,25.000,5.000,13.000,-2.000,13.000,-13.000,-7.000,-4.000,-5.000,-2.000,-2.000,2.000,3.000,2.000,-16.000,-12.000,-6.000,-4.000,-23.000,-17.000,-14.000,-12.000,-22.000,0.000
'[16:17:02.375 12/08/2009]',37.000,31.000,31.000,30.000,25.000,35.000,38.000,-22.000,18.000,15.000,18.000,16.000,18.000,21.000,2.000,1.000,6.000,12.000,7.000,8.000,8.000,134.000,126.000,111.000,110.000,82.000,71.000,70.000,88.000,65.000,54.000,52.000,4.000,51.000,63.000,46.000,54.000,58.000,36.000,29.000,12.000,18.000,12.000,18.000,2.000,12.000,-3.000,2.000,3.000,1.000,5.000,4.000,5.000,6.000,5.000,-3.000,-1.000,3.000,3.000,-18.000,-3.000,-2.000,-3.000,-10.000,0.000
'[16:17:02.381 12/08/2009]',48.000,44.000,51.000,50.000,46.000,47.000,52.000,-112.000,34.000,31.000,34.000,31.000,25.000,25.000,17.000,16.000,21.000,26.000,18.000,18.000,16.000,142.000,134.000,124.000,120.000,89.000,80.000,80.000,104.000,67.000,61.000,59.000,1.000,58.000,72.000,57.000,66.000,74.000,43.000,41.000,22.000,20.000,20.000,24.000,21.000,12.000,13.000,17.000,15.000,13.000,16.000,15.000,12.000,12.000,5.000,12.000,13.000,13.000,10.000,-15.000,10.000,8.000,3.000,-1.000,0.000
'[16:17:02.388 12/08/2009]',48.000,44.000,42.000,43.000,44.000,41.000,50.000,172.000,32.000,29.000,29.000,27.000,30.000,30.000,29.000,28.000,30.000,36.000,25.000,23.000,19.000,157.000,147.000,134.000,138.000,99.000,90.000,87.000,115.000,84.000,74.000,70.000,-2.000,64.000,73.000,62.000,71.000,71.000,56.000,35.000,34.000,18.000,30.000,14.000,34.000,13.000,22.000,26.000,25.000,23.000,24.000,24.000,18.000,17.000,7.000,21.000,21.000,22.000,17.000,-10.000,16.000,13.000,8.000,0.000,0.000
'[16:17:02.394 12/08/2009]',65.000,57.000,55.000,55.000,50.000,46.000,48.000,-82.000,47.000,44.000,43.000,40.000,36.000,33.000,37.000,38.000,37.000,44.000,34.000,32.000,26.000,163.000,149.000,133.000,143.000,97.000,91.000,85.000,112.000,89.000,78.000,72.000,2.000,65.000,69.000,58.000,63.000,71.000,58.000,36.000,32.000,22.000,25.000,21.000,28.000,15.000,22.000,26.000,26.000,25.000,27.000,29.000,22.000,21.000,14.000,17.000,18.000,22.000,19.000,-4.000,13.000,12.000,10.000,1.000,0.000
'[16:17:02.400 12/08/2009]',53.000,46.000,45.000,47.000,40.000,37.000,33.000,25.000,33.000,30.000,31.000,31.000,30.000,29.000,24.000,24.000,26.000,33.000,25.000,24.000,20.000,136.000,122.000,110.000,115.000,76.000,70.000,65.000,95.000,60.000,55.000,51.000,-5.000,45.000,51.000,40.000,48.000,60.000,33.000,24.000,6.000,16.000,2.000,11.000,6.000,7.000,3.000,6.000,6.000,8.000,10.000,13.000,8.000,10.000,5.000,0.000,0.000,5.000,5.000,-15.000,-4.000,-3.000,-4.000,-12.000,0.000
'[16:17:02.406 12/08/2009]',33.000,31.000,27.000,29.000,24.000,26.000,29.000,65.000,22.000,20.000,22.000,21.000,23.000,22.000,14.000,13.000,15.000,17.000,16.000,18.000,17.000,123.000,112.000,98.000,105.000,68.000,63.000,59.000,88.000,58.000,52.000,50.000,1.000,39.000,46.000,36.000,44.000,52.000,35.000,24.000,16.000,19.000,8.000,5.000,11.000,10.000,10.000,11.000,10.000,11.000,9.000,15.000,11.000,12.000,7.000,9.000,6.000,8.000,6.000,-13.000,5.000,4.000,1.000,0.000,0.000
'[16:17:02.413 12/08/2009]',56.000,53.000,59.000,56.000,49.000,48.000,50.000,-217.000,48.000,42.000,44.000,39.000,29.000,29.000,23.000,24.000,25.000,24.000,21.000,24.000,24.000,124.000,115.000,102.000,108.000,76.000,69.000,64.000,94.000,68.000,61.000,59.000,6.000,49.000,54.000,42.000,48.000,59.000,41.000,33.000,19.000,20.000,7.000,13.000,15.000,13.000,15.000,16.000,17.000,17.000,13.000,17.000,13.000,13.000,8.000,13.000,11.000,10.000,7.000,-13.000,7.000,7.000,2.000,5.000,0.000
'[16:17:02.419 12/08/2009]',51.000,50.000,50.000,47.000,45.000,38.000,40.000,-15.000,42.000,34.000,35.000,32.000,26.000,30.000,25.000,28.000,27.000,29.000,21.000,21.000,21.000,119.000,112.000,104.000,102.000,81.000,69.000,66.000,97.000,60.000,60.000,58.000,5.000,51.000,55.000,43.000,49.000,56.000,37.000,31.000,17.000,21.000,10.000,14.000,15.000,16.000,16.000,19.000,22.000,21.000,17.000,20.000,14.000,15.000,12.000,14.000,15.000,13.000,12.000,-9.000,7.000,7.000,4.000,-1.000,0.000
'[16:17:02.425 12/08/2009]',58.000,57.000,61.000,55.000,52.000,48.000,53.000,-131.000,53.000,47.000,48.000,45.000,28.000,32.000,29.000,31.000,29.000,32.000,24.000,23.000,23.000,107.000,102.000,95.000,92.000,70.000,65.000,63.000,88.000,52.000,55.000,53.000,11.000,45.000,51.000,44.000,52.000,55.000,33.000,30.000,20.000,22.000,18.000,20.000,20.000,19.000,16.000,20.000,22.000,21.000,17.000,21.000,16.000,16.000,16.000,13.000,14.000,14.000,14.000,-7.000,5.000,5.000,6.000,-6.000,0.000
