'Time and date','Fc5.','Fc3.','Fc1.','Fcz.','Fc2.','Fc4.','Fc6.','C5..','C3..','C1..','Cz..','C2..','C4..','C6..','Cp5.','Cp3.','Cp1.','Cpz.','Cp2.','Cp4.','Cp6.','Fp1.','Fpz.','Fp2.','Af7.','Af3.','Afz.','Af4.','Af8.','F7..','F5..','F3..','F1..','Fz..','F2..','F4..','F6..','F8..','Ft7.','Ft8.','T7..','T8..','T9..','T10.','Tp7.','Tp8.','P7..','P5..','P3..','P1..','Pz..','P2..','P4..','P6..','P8..','Po7.','Po3.','Poz.','Po4.','Po8.','O1..','Oz..','O2..','Iz..','EDF Annotations'
'[16:17:01.369 12/08/2009]',8.000,15.000,10.000,15.000,10.000,11.000,4.000,10.000,11.000,8.000,13.000,7.000,-2.000,-5.000,13.000,-1.000,0.000,4.000,-2.000,-3.000,-3.000,-20.000,-16.000,-19.000,-12.000,2.000,0.000,-3.000,-6.000,2.000,-2.000,10.000,10.000,11.000,8.000,8.000,0.000,6.000,6.000,10.000,7.000,4.000,6.000,5.000,1.000,14.000,12.000,6.000,5.000,5.000,7.000,5.000,4.000,4.000,7.000,7.000,5.000,2.000,2.000,-2.000,3.000,-6.000,-3.000,2.000,0.000
'[16:17:01.375 12/08/2009]',9.000,16.000,11.000,14.000,9.000,7.000,0.000,11.000,12.000,7.000,13.000,6.000,-5.000,-8.000,12.000,-2.000,-1.000,3.000,-3.000,-5.000,-6.000,-20.000,-19.000,-22.000,-13.000,-1.000,-3.000,-6.000,-7.000,1.000,-3.000,8.000,8.000,8.000,5.000,4.000,-3.000,0.000,5.000,4.000,5.000,0.000,0.000,2.000,-2.000,9.000,9.000,4.000,2.000,3.000,4.000,3.000,2.000,2.000,3.000,5.000,3.000,2.000,1.000,-2.000,-1.000,-6.000,-3.000,-12.000,0.000
'[16:17:01.381 12/08/2009]',7.000,16.000,10.000,12.000,7.000,5.000,-1.000,9.000,12.000,9.000,13.000,6.000,-5.000,-9.000,14.000,0.000,1.000,4.000,-1.000,-5.000,-6.000,-20.000,-17.000,-18.000,-11.000,0.000,-1.000,-4.000,-8.000,2.000,1.000,11.000,10.000,11.000,8.000,8.000,-1.000,3.000,6.000,7.000,5.000,1.000,10.000,4.000,-3.000,12.000,13.000,10.000,8.000,10.000,11.000,10.000,10.000,10.000,10.000,12.000,12.000,10.000,10.000,7.000,9.000,5.000,8.000,1.000,0.000
'[16:17:01.388 12/08/2009]',10.000,19.000,14.000,18.000,13.000,10.000,4.000,12.000,16.000,13.000,17.000,12.000,2.000,-3.000,16.000,2.000,6.000,9.000,5.000,2.000,2.000,-18.000,-16.000,-16.000,-12.000,1.000,1.000,-4.000,-7.000,0.000,1.000,9.000,9.000,11.000,10.000,9.000,-1.000,2.000,3.000,19.000,3.000,6.000,0.000,6.000,0.000,16.000,13.000,11.000,9.000,11.000,11.000,13.000,13.000,15.000,14.000,13.000,16.000,13.000,14.000,12.000,16.000,11.000,15.000,11.000,0.000
'[16:17:01.394 12/08/2009]',4.000,13.000,8.000,14.000,11.000,9.000,5.000,6.000,11.000,8.000,13.000,11.000,1.000,-2.000,12.000,-2.000,3.000,6.000,3.000,1.000,3.000,-21.000,-20.000,-25.000,-16.000,-3.000,-2.000,-9.000,-10.000,-3.000,-4.000,5.000,5.000,7.000,6.000,6.000,0.000,1.000,0.000,19.000,-1.000,6.000,-1.000,3.000,-5.000,14.000,12.000,11.000,10.000,10.000,11.000,13.000,13.000,15.000,11.000,14.000,18.000,14.000,15.000,13.000,18.000,13.000,16.000,-4.000,0.000
'[16:17:01.400 12/08/2009]',4.000,12.000,7.000,14.000,11.000,9.000,5.000,9.000,12.000,9.000,13.000,12.000,1.000,-1.000,15.000,-1.000,3.000,6.000,4.000,2.000,3.000,-23.000,-18.000,-24.000,-16.000,-2.000,-2.000,-7.000,-14.000,-2.000,-2.000,7.000,7.000,9.000,7.000,8.000,2.000,5.000,2.000,11.000,2.000,4.000,7.000,3.000,-3.000,17.000,13.000,14.000,12.000,13.000,14.000,15.000,14.000,14.000,10.000,16.000,19.000,16.000,17.000,15.000,20.000,16.000,22.000,12.000,0.000
'[16:17:01.406 12/08/2009]',5.000,14.000,11.000,17.000,15.000,15.000,9.000,9.000,12.000,9.000,16.000,15.000,8.000,11.000,15.000,-1.000,5.000,9.000,7.000,5.000,4.000,-23.000,-18.000,-22.000,-15.000,0.000,-1.000,-5.000,-8.000,-2.000,0.000,9.000,8.000,12.000,11.000,10.000,-3.000,-1.000,2.000,-7.000,2.000,-7.000,7.000,0.000,-1.000,15.000,14.000,13.000,12.000,15.000,16.000,17.000,16.000,15.000,10.000,16.000,20.000,17.000,18.000,14.000,20.000,16.000,23.000,6.000,0.000
'[16:17:01.413 12/08/2009]',4.000,14.000,13.000,18.000,16.000,12.000,5.000,9.000,13.000,11.000,17.000,14.000,3.000,-2.000,17.000,0.000,6.000,10.000,6.000,3.000,2.000,-24.000,-20.000,-23.000,-17.000,0.000,-1.000,-7.000,-8.000,-3.000,-2.000,10.000,9.000,11.000,9.000,8.000,-8.000,1.000,1.000,17.000,3.000,14.000,1.000,2.000,-5.000,16.000,15.000,13.000,13.000,16.000,17.000,17.000,14.000,15.000,11.000,13.000,20.000,18.000,18.000,14.000,18.000,16.000,22.000,-1.000,0.000
'[16:17:01.419 12/08/2009]',7.000,19.000,18.000,21.000,17.000,10.000,3.000,12.000,17.000,18.000,22.000,17.000,2.000,-5.000,17.000,5.000,12.000,14.000,9.000,4.000,4.000,-16.000,-11.000,-11.000,-9.000,6.000,5.000,-1.000,-8.000,4.000,5.000,17.000,17.000,18.000,16.000,15.000,1.000,5.000,7.000,18.000,9.000,15.000,1.000,6.000,2.000,17.000,16.000,13.000,15.000,19.000,20.000,18.000,14.000,15.000,10.000,13.000,21.000,17.000,17.000,12.000,17.000,16.000,23.000,14.000,0.000
'[16:17:01.425 12/08/2009]',12.000,24.000,23.000,26.000,21.000,16.000,9.000,16.000,21.000,21.000,25.000,19.000,6.000,3.000,20.000,8.000,13.000,15.000,8.000,3.000,2.000,-15.000,-11.000,-15.000,-6.000,7.000,6.000,-1.000,-5.000,7.000,8.000,17.000,17.000,18.000,16.000,15.000,-2.000,2.000,9.000,7.000,8.000,7.000,3.000,3.000,2.000,14.000,14.000,9.000,10.000,13.000,13.000,12.000,8.000,9.000,7.000,9.000,15.000,10.000,9.000,6.000,8.000,8.000,15.000,-3.000,0.000
'[16:17:01.431 12/08/2009]',11.000,21.000,19.000,22.000,18.000,12.000,8.000,14.000,18.000,15.000,19.000,13.000,1.000,-1.000,15.000,5.000,6.000,8.000,1.000,-4.000,-2.000,-20.000,-14.000,-19.000,-8.000,5.000,3.000,-4.000,-7.000,7.000,8.000,14.000,14.000,14.000,12.000,12.000,-4.000,2.000,9.000,10.000,5.000,7.000,4.000,2.000,-1.000,12.000,11.000,7.000,5.000,6.000,4.000,3.000,1.000,3.000,1.000,7.000,11.000,1.000,0.000,-4.000,1.000,-1.000,5.000,-3.000,0.000
'[16:17:01.438 12/08/2009]',9.000,17.000,14.000,17.000,14.000,9.000,6.000,12.000,14.000,10.000,14.000,9.000,-2.000,-3.000,11.000,1.000,0.000,2.000,-4.000,-8.000,-4.000,-18.000,-13.000,-16.000,-8.000,5.000,1.000,-4.000,-13.000,5.000,7.000,12.000,11.000,12.000,11.000,11.000,-7.000,2.000,5.000,22.000,2.000,6.000,3.000,3.000,2.000,11.000,7.000,3.000,1.000,1.000,-2.000,-3.000,-2.000,-1.000,0.000,5.000,8.000,-5.000,-6.000,-9.000,-1.000,-7.000,-2.000,2.000,0.000
'[16:17:01.444 12/08/2009]',5.000,12.000,10.000,15.000,13.000,8.000,5.000,9.000,8.000,5.000,11.000,5.000,-4.000,-4.000,9.000,-5.000,-6.000,-3.000,-8.000,-11.000,-5.000,-21.000,-15.000,-19.000,-11.000,1.000,-2.000,-5.000,-9.000,1.000,2.000,7.000,7.000,8.000,8.000,8.000,-10.000,3.000,0.000,19.000,-1.000,2.000,4.000,1.000,-4.000,10.000,5.000,-1.000,-3.000,-3.000,-6.000,-6.000,-5.000,-2.000,1.000,2.000,3.000,-9.000,-8.000,-9.000,-6.000,-12.000,-9.000,-16.000,0.000
'[16:17:01.450 12/08/2009]',1.000,9.000,8.000,11.000,9.000,5.000,4.000,5.000,4.000,2.000,7.000,2.000,-6.000,-6.000,6.000,-9.000,-9.000,-6.000,-10.000,-12.000,-8.000,-22.000,-15.000,-19.000,-13.000,-2.000,-3.000,-5.000,-9.000,-1.000,-3.000,6.000,6.000,7.000,6.000,6.000,-6.000,3.000,-1.000,9.000,-1.000,2.000,5.000,2.000,-3.000,11.000,8.000,2.000,0.000,0.000,-1.000,-3.000,-2.000,1.000,3.000,7.000,8.000,-3.000,-3.000,-2.000,1.000,-5.000,-2.000,3.000,0.000
'[16:17:01.456 12/08/2009]',1.000,12.000,10.000,11.000,9.000,6.000,7.000,6.000,7.000,5.000,9.000,4.000,-5.000,-6.000,5.000,-8.000,-4.000,-2.000,-6.000,-7.000,-4.000,-19.000,-14.000,-17.000,-12.000,-1.000,-2.000,-3.000,-11.000,-2.000,-1.000,8.000,8.000,8.000,7.000,7.000,-3.000,3.000,-1.000,13.000,-1.000,3.000,4.000,4.000,3.000,14.000,11.000,5.000,6.000,8.000,7.000,5.000,6.000,7.000,9.000,12.000,15.000,6.000,6.000,8.000,11.000,4.000,8.000,4.000,0.000
'[16:17:01.463 12/08/2009]',1.000,13.000,11.000,13.000,11.000,8.000,7.000,6.000,8.000,9.000,13.000,5.000,-3.000,-5.000,7.000,-6.000,0.000,2.000,-2.000,-4.000,-1.000,-26.000,-19.000,-27.000,-18.000,-3.000,-4.000,-8.000,-19.000,-5.000,-5.000,5.000,5.000,6.000,4.000,4.000,-7.000,-1.000,-5.000,11.000,-4.000,0.000,-7.000,1.000,-5.000,11.000,9.000,5.000,6.000,9.000,8.000,7.000,8.000,10.000,11.000,12.000,14.000,8.000,9.000,10.000,13.000,8.000,11.000,-1.000,0.000
'[16:17:01.469 12/08/2009]',-3.000,9.000,7.000,10.000,8.000,6.000,3.000,1.000,5.000,6.000,11.000,4.000,-3.000,-7.000,5.000,-7.000,-1.000,1.000,-1.000,-3.000,1.000,-29.000,-23.000,-34.000,-22.000,-7.000,-5.000,-10.000,-15.000,-8.000,-9.000,4.000,3.000,4.000,3.000,3.000,-11.000,-5.000,-8.000,2.000,-6.000,6.000,-3.000,3.000,-2.000,18.000,10.000,8.000,10.000,12.000,11.000,12.000,12.000,13.000,13.000,15.000,18.000,14.000,14.000,14.000,20.000,17.000,20.000,18.000,0.000
'[16:17:01.475 12/08/2009]',-3.000,10.000,9.000,11.000,9.000,7.000,3.000,4.000,8.000,7.000,13.000,7.000,0.000,-5.000,5.000,-4.000,1.000,3.000,3.000,0.000,4.000,-24.000,-20.000,-20.000,-19.000,-6.000,-5.000,-10.000,-9.000,-7.000,-9.000,3.000,2.000,3.000,2.000,1.000,-15.000,2.000,-8.000,11.000,-5.000,4.000,-4.000,4.000,-3.000,17.000,9.000,5.000,7.000,9.000,8.000,10.000,11.000,12.000,9.000,13.000,14.000,11.000,13.000,12.000,16.000,13.000,18.000,2.000,0.000
'[16:17:01.481 12/08/2009]',-8.000,3.000,2.000,3.000,1.000,0.000,-2.000,-3.000,-1.000,-3.000,3.000,0.000,-7.000,-10.000,-3.000,-14.000,-10.000,-7.000,-6.000,-7.000,-2.000,-31.000,-26.000,-30.000,-26.000,-13.000,-14.000,-16.000,-15.000,-14.000,-15.000,-6.000,-7.000,-6.000,-7.000,-7.000,-19.000,-2.000,-13.000,14.000,-12.000,-2.000,-9.000,0.000,-12.000,9.000,2.000,-3.000,-2.000,0.000,-1.000,2.000,5.000,7.000,5.000,7.000,7.000,4.000,8.000,8.000,9.000,8.000,14.000,2.000,0.000
'[16:17:01.488 12/08/2009]',-11.000,-1.000,-3.000,-1.000,-3.000,-3.000,-2.000,-4.000,-4.000,-6.000,-1.000,-2.000,-10.000,-11.000,-4.000,-17.000,-12.000,-9.000,-8.000,-9.000,-2.000,-33.000,-26.000,-31.000,-24.000,-13.000,-13.000,-14.000,-18.000,-11.000,-11.000,-4.000,-4.000,-4.000,-5.000,-5.000,-9.000,1.000,-6.000,7.000,-4.000,0.000,-15.000,2.000,-2.000,12.000,6.000,0.000,1.000,4.000,2.000,5.000,6.000,8.000,8.000,9.000,10.000,6.000,10.000,10.000,10.000,11.000,18.000,10.000,0.000
'[16:17:01.494 12/08/2009]',-4.000,6.000,3.000,4.000,2.000,3.000,2.000,2.000,3.000,2.000,6.000,3.000,-4.000,-2.000,1.000,-12.000,-5.000,-2.000,-3.000,-4.000,2.000,-29.000,-23.000,-25.000,-21.000,-9.000,-10.000,-10.000,-16.000,-8.000,-8.000,1.000,0.000,0.000,0.000,0.000,-5.000,1.000,-6.000,-6.000,-6.000,-10.000,-9.000,1.000,-6.000,8.000,6.000,0.000,2.000,6.000,5.000,6.000,6.000,8.000,3.000,6.000,7.000,5.000,8.000,6.000,4.000,6.000,13.000,-7.000,0.000
'[16:17:01.500 12/08/2009]',-4.000,7.000,5.000,5.000,5.000,5.000,6.000,0.000,4.000,4.000,8.000,3.000,-3.000,-1.000,1.000,-10.000,-4.000,-2.000,-4.000,-6.000,1.000,-30.000,-25.000,-25.000,-22.000,-11.000,-12.000,-12.000,-11.000,-10.000,-9.000,-2.000,-2.000,-2.000,-2.000,-3.000,-13.000,2.000,-8.000,18.000,-9.000,4.000,0.000,3.000,-4.000,7.000,4.000,-2.000,1.000,5.000,4.000,3.000,3.000,4.000,2.000,3.000,5.000,2.000,4.000,1.000,0.000,1.000,9.000,1.000,0.000
'[16:17:01.506 12/08/2009]',-4.000,5.000,4.000,3.000,2.000,-2.000,-1.000,1.000,3.000,4.000,6.000,1.000,-10.000,-18.000,6.000,-7.000,-5.000,-2.000,-5.000,-9.000,-3.000,-30.000,-26.000,-28.000,-22.000,-12.000,-12.000,-15.000,-17.000,-8.000,-9.000,-3.000,-4.000,-4.000,-5.000,-4.000,-9.000,0.000,-8.000,14.000,-9.000,1.000,1.000,4.000,-3.000,8.000,3.000,-4.000,-2.000,3.000,1.000,0.000,1.000,2.000,3.000,-1.000,1.000,-2.000,-1.000,-5.000,-6.000,-7.000,1.000,-8.000,0.000
'[16:17:01.513 12/08/2009]',-6.000,2.000,-1.000,0.000,-1.000,-3.000,-5.000,-2.000,-1.000,-1.000,2.000,-2.000,-10.000,-13.000,3.000,-10.000,-10.000,-7.000,-9.000,-11.000,-5.000,-35.000,-32.000,-40.000,-26.000,-16.000,-18.000,-19.000,-28.000,-11.000,-14.000,-7.000,-8.000,-8.000,-9.000,-9.000,-11.000,-7.000,-11.000,8.000,-11.000,-4.000,-11.000,1.000,-13.000,7.000,-2.000,-9.000,-8.000,-4.000,-5.000,-4.000,-2.000,0.000,0.000,-5.000,-5.000,-9.000,-5.000,-8.000,-12.000,-14.000,-5.000,-17.000,0.000
'[16:17:01.519 12/08/2009]',-9.000,-2.000,-6.000,-5.000,-5.000,-6.000,-5.000,-5.000,-6.000,-7.000,-4.000,-7.000,-12.000,-13.000,-2.000,-16.000,-16.000,-13.000,-15.000,-14.000,-7.000,-35.000,-30.000,-33.000,-28.000,-17.000,-18.000,-18.000,-29.000,-12.000,-15.000,-9.000,-10.000,-11.000,-10.000,-10.000,-10.000,-6.000,-11.000,5.000,-11.000,0.000,-8.000,2.000,-9.000,3.000,-3.000,-13.000,-14.000,-12.000,-13.000,-11.000,-9.000,-6.000,-5.000,-8.000,-12.000,-17.000,-13.000,-16.000,-17.000,-22.000,-14.000,-8.000,0.000
'[16:17:01.525 12/08/2009]',-13.000,-8.000,-10.000,-8.000,-9.000,-10.000,-6.000,-10.000,-11.000,-14.000,-9.000,-12.000,-17.000,-17.000,-9.000,-24.000,-24.000,-19.000,-21.000,-21.000,-11.000,-32.000,-27.000,-28.000,-27.000,-17.000,-17.000,-18.000,-22.000,-12.000,-14.000,-11.000,-13.000,-12.000,-11.000,-11.000,-11.000,-1.000,-11.000,5.000,-13.000,0.000,-10.000,5.000,-14.000,0.000,-10.000,-19.000,-20.000,-19.000,-20.000,-19.000,-16.000,-11.000,-9.000,-13.000,-19.000,-25.000,-20.000,-23.000,-24.000,-32.000,-24.000,-27.000,0.000
'[16:17:01.531 12/08/2009]',-15.000,-8.000,-11.000,-8.000,-9.000,-9.000,-6.000,-11.000,-13.000,-15.000,-10.000,-14.000,-20.000,-17.000,-13.000,-27.000,-26.000,-22.000,-25.000,-24.000,-13.000,-28.000,-26.000,-29.000,-22.000,-16.000,-16.000,-15.000,-15.000,-11.000,-12.000,-10.000,-11.000,-10.000,-9.000,-9.000,-15.000,4.000,-11.000,10.000,-15.000,2.000,-10.000,4.000,-21.000,2.000,-12.000,-20.000,-20.000,-19.000,-20.000,-20.000,-17.000,-10.000,-7.000,-13.000,-18.000,-25.000,-21.000,-23.000,-22.000,-32.000,-26.000,-22.000,0.000
'[16:17:01.538 12/08/2009]',-11.000,-4.000,-7.000,-5.000,-6.000,-6.000,-3.000,-8.000,-8.000,-9.000,-6.000,-12.000,-17.000,-15.000,-9.000,-21.000,-22.000,-18.000,-22.000,-21.000,-10.000,-26.000,-23.000,-25.000,-18.000,-10.000,-12.000,-10.000,-12.000,-6.000,-7.000,-4.000,-5.000,-4.000,-5.000,-4.000,-11.000,6.000,-6.000,9.000,-10.000,4.000,-10.000,5.000,-13.000,5.000,-7.000,-13.000,-13.000,-11.000,-12.000,-13.000,-10.000,-5.000,-2.000,-6.000,-10.000,-17.000,-15.000,-18.000,-12.000,-24.000,-19.000,-8.000,0.000
'[16:17:01.544 12/08/2009]',-4.000,2.000,-1.000,0.000,-2.000,-2.000,0.000,-2.000,-1.000,-2.000,1.000,-6.000,-12.000,-14.000,-5.000,-15.000,-15.000,-11.000,-17.000,-18.000,-12.000,-26.000,-22.000,-22.000,-17.000,-8.000,-11.000,-11.000,-15.000,-5.000,-4.000,-2.000,-2.000,-3.000,-3.000,-3.000,-7.000,5.000,-6.000,12.000,-10.000,-2.000,-9.000,2.000,-15.000,6.000,-5.000,-10.000,-8.000,-7.000,-8.000,-9.000,-9.000,-6.000,-6.000,-2.000,-5.000,-11.000,-12.000,-17.000,-9.000,-19.000,-17.000,-20.000,0.000
'[16:17:01.550 12/08/2009]',-3.000,4.000,0.000,2.000,0.000,0.000,0.000,1.000,2.000,-1.000,4.000,-3.000,-10.000,-12.000,-4.000,-11.000,-11.000,-8.000,-12.000,-15.000,-11.000,-27.000,-22.000,-29.000,-18.000,-7.000,-10.000,-10.000,-18.000,-3.000,-3.000,1.000,0.000,-1.000,-1.000,-1.000,-8.000,2.000,-4.000,9.000,-7.000,-1.000,-1.000,3.000,-8.000,4.000,1.000,-4.000,-2.000,-1.000,-2.000,-3.000,-4.000,-2.000,-2.000,6.000,2.000,-4.000,-6.000,-11.000,1.000,-9.000,-9.000,1.000,0.000
'[16:17:01.556 12/08/2009]',-1.000,5.000,0.000,2.000,1.000,0.000,0.000,1.000,2.000,0.000,3.000,-3.000,-9.000,-13.000,-1.000,-12.000,-10.000,-8.000,-10.000,-12.000,-9.000,-28.000,-24.000,-33.000,-21.000,-8.000,-12.000,-10.000,-21.000,-7.000,-8.000,-2.000,-3.000,-3.000,-4.000,-4.000,-7.000,-1.000,-7.000,8.000,-8.000,-4.000,0.000,2.000,-7.000,3.000,1.000,-4.000,-3.000,0.000,0.000,0.000,-1.000,2.000,2.000,5.000,4.000,0.000,-1.000,-5.000,5.000,-1.000,-2.000,0.000,0.000
'[16:17:01.563 12/08/2009]',-5.000,2.000,-3.000,-1.000,-3.000,-4.000,-3.000,-2.000,-1.000,-2.000,1.000,-5.000,-11.000,-13.000,0.000,-13.000,-10.000,-7.000,-8.000,-11.000,-5.000,-29.000,-24.000,-29.000,-22.000,-10.000,-14.000,-12.000,-20.000,-8.000,-10.000,-4.000,-5.000,-4.000,-6.000,-5.000,-9.000,-2.000,-9.000,10.000,-9.000,-4.000,-6.000,1.000,-14.000,6.000,1.000,-3.000,0.000,3.000,3.000,3.000,3.000,7.000,5.000,6.000,7.000,6.000,5.000,1.000,9.000,8.000,5.000,-3.000,0.000
'[16:17:01.569 12/08/2009]',-5.000,2.000,-1.000,-1.000,-2.000,-5.000,-6.000,-1.000,0.000,0.000,3.000,-3.000,-11.000,-13.000,-1.000,-11.000,-8.000,-5.000,-6.000,-9.000,-1.000,-25.000,-22.000,-25.000,-17.000,-7.000,-13.000,-13.000,-15.000,-5.000,-6.000,-2.000,-2.000,-2.000,-4.000,-4.000,-8.000,-3.000,-6.000,10.000,-5.000,0.000,-11.000,3.000,-6.000,8.000,6.000,2.000,5.000,8.000,7.000,6.000,4.000,8.000,5.000,12.000,13.000,10.000,8.000,5.000,17.000,16.000,14.000,15.000,0.000
'[16:17:01.575 12/08/2009]',1.000,6.000,3.000,3.000,0.000,-2.000,-2.000,5.000,5.000,4.000,6.000,-1.000,-10.000,-11.000,1.000,-6.000,-4.000,-2.000,-4.000,-8.000,-1.000,-23.000,-20.000,-26.000,-13.000,-3.000,-8.000,-9.000,-14.000,0.000,0.000,3.000,3.000,2.000,1.000,1.000,-3.000,-2.000,-1.000,8.000,-3.000,-2.000,0.000,2.000,-3.000,8.000,11.000,7.000,9.000,12.000,10.000,10.000,7.000,10.000,4.000,14.000,16.000,14.000,13.000,9.000,19.000,20.000,19.000,4.000,0.000
'[16:17:01.581 12/08/2009]',7.000,14.000,12.000,12.000,11.000,11.000,11.000,12.000,13.000,12.000,17.000,9.000,5.000,9.000,7.000,2.000,5.000,7.000,7.000,4.000,8.000,-13.000,-9.000,-14.000,-2.000,7.000,4.000,5.000,-2.000,8.000,10.000,14.000,14.000,15.000,14.000,14.000,8.000,10.000,5.000,8.000,3.000,2.000,2.000,4.000,0.000,16.000,15.000,14.000,19.000,21.000,21.000,21.000,18.000,19.000,13.000,21.000,24.000,22.000,21.000,16.000,24.000,26.000,26.000,15.000,0.000
'[16:17:01.588 12/08/2009]',14.000,22.000,19.000,21.000,18.000,17.000,15.000,17.000,18.000,19.000,23.000,15.000,7.000,1.000,11.000,6.000,10.000,13.000,11.000,6.000,9.000,-4.000,-3.000,-7.000,3.000,11.000,8.000,9.000,4.000,11.000,13.000,16.000,15.000,15.000,14.000,14.000,7.000,17.000,8.000,34.000,5.000,17.000,3.000,6.000,9.000,17.000,16.000,13.000,18.000,20.000,20.000,19.000,15.000,17.000,12.000,21.000,23.000,19.000,18.000,13.000,21.000,21.000,22.000,16.000,0.000
'[16:17:01.594 12/08/2009]',14.000,21.000,18.000,18.000,16.000,11.000,10.000,15.000,17.000,18.000,21.000,13.000,3.000,-7.000,14.000,6.000,9.000,12.000,8.000,3.000,5.000,2.000,5.000,2.000,8.000,14.000,12.000,13.000,11.000,12.000,15.000,17.000,17.000,17.000,16.000,16.000,13.000,20.000,6.000,29.000,4.000,8.000,-5.000,5.000,2.000,14.000,12.000,9.000,14.000,17.000,17.000,16.000,14.000,15.000,11.000,15.000,19.000,15.000,14.000,9.000,14.000,11.000,13.000,-6.000,0.000
'[16:17:01.600 12/08/2009]',13.000,23.000,20.000,21.000,19.000,16.000,16.000,14.000,16.000,18.000,22.000,14.000,6.000,1.000,17.000,6.000,8.000,11.000,8.000,4.000,5.000,15.000,18.000,16.000,21.000,22.000,19.000,22.000,23.000,21.000,21.000,21.000,22.000,23.000,23.000,22.000,24.000,26.000,11.000,28.000,5.000,8.000,1.000,5.000,5.000,16.000,14.000,10.000,15.000,19.000,18.000,15.000,13.000,15.000,12.000,17.000,20.000,13.000,13.000,6.000,16.000,9.000,12.000,9.000,0.000
'[16:17:01.606 12/08/2009]',18.000,28.000,24.000,26.000,23.000,20.000,21.000,18.000,20.000,21.000,25.000,16.000,8.000,4.000,19.000,9.000,9.000,12.000,8.000,4.000,7.000,36.000,35.000,33.000,39.000,33.000,29.000,32.000,35.000,32.000,29.000,28.000,28.000,29.000,28.000,28.000,33.000,32.000,19.000,34.000,11.000,13.000,7.000,8.000,11.000,20.000,15.000,11.000,14.000,18.000,14.000,13.000,10.000,13.000,13.000,17.000,18.000,9.000,9.000,3.000,12.000,3.000,7.000,5.000,0.000
'[16:17:01.613 12/08/2009]',24.000,32.000,28.000,28.000,24.000,22.000,24.000,23.000,24.000,23.000,26.000,16.000,8.000,6.000,20.000,9.000,9.000,12.000,6.000,4.000,7.000,55.000,54.000,51.000,58.000,45.000,41.000,44.000,50.000,45.000,39.000,37.000,37.000,37.000,37.000,37.000,44.000,46.000,30.000,40.000,20.000,14.000,14.000,14.000,12.000,19.000,21.000,15.000,17.000,19.000,16.000,13.000,11.000,14.000,14.000,19.000,20.000,9.000,8.000,1.000,11.000,-2.000,0.000,-4.000,0.000
'[16:17:01.619 12/08/2009]',35.000,42.000,38.000,38.000,34.000,32.000,34.000,32.000,32.000,31.000,33.000,24.000,14.000,11.000,26.000,15.000,15.000,18.000,11.000,8.000,11.000,80.000,78.000,78.000,80.000,61.000,57.000,63.000,75.000,59.000,51.000,48.000,49.000,49.000,50.000,50.000,60.000,63.000,37.000,49.000,23.000,21.000,21.000,19.000,18.000,25.000,23.000,17.000,18.000,22.000,18.000,15.000,14.000,17.000,16.000,21.000,22.000,11.000,9.000,1.000,15.000,-2.000,2.000,13.000,0.000
'[16:17:01.625 12/08/2009]',38.000,46.000,43.000,45.000,42.000,42.000,45.000,32.000,34.000,34.000,39.000,30.000,22.000,20.000,23.000,16.000,17.000,20.000,14.000,13.000,18.000,95.000,93.000,95.000,92.000,68.000,65.000,75.000,93.000,63.000,56.000,53.000,54.000,55.000,56.000,57.000,69.000,73.000,36.000,56.000,21.000,28.000,18.000,20.000,15.000,30.000,19.000,16.000,18.000,21.000,18.000,17.000,17.000,17.000,16.000,21.000,22.000,12.000,11.000,2.000,17.000,-1.000,1.000,1.000,0.000
'[16:17:01.631 12/08/2009]',40.000,49.000,47.000,49.000,46.000,47.000,53.000,35.000,37.000,36.000,42.000,33.000,27.000,24.000,22.000,15.000,18.000,22.000,18.000,16.000,22.000,112.000,109.000,114.000,108.000,77.000,73.000,86.000,107.000,72.000,63.000,58.000,59.000,60.000,62.000,63.000,78.000,84.000,41.000,60.000,26.000,32.000,13.000,21.000,12.000,31.000,18.000,16.000,19.000,20.000,19.000,18.000,17.000,17.000,15.000,19.000,20.000,11.000,11.000,-2.000,13.000,-3.000,-2.000,0.000,0.000
'[16:17:01.638 12/08/2009]',43.000,51.000,47.000,50.000,47.000,49.000,58.000,35.000,36.000,35.000,40.000,33.000,28.000,25.000,20.000,12.000,15.000,19.000,17.000,15.000,22.000,128.000,124.000,127.000,126.000,89.000,83.000,100.000,125.000,84.000,69.000,63.000,63.000,65.000,68.000,68.000,89.000,103.000,45.000,65.000,26.000,33.000,18.000,24.000,16.000,32.000,17.000,13.000,18.000,21.000,19.000,19.000,19.000,20.000,17.000,18.000,21.000,14.000,14.000,2.000,14.000,3.000,4.000,8.000,0.000
'[16:17:01.644 12/08/2009]',44.000,54.000,50.000,54.000,51.000,54.000,64.000,36.000,37.000,38.000,43.000,36.000,31.000,28.000,26.000,15.000,18.000,23.000,20.000,18.000,25.000,126.000,123.000,125.000,129.000,99.000,94.000,111.000,126.000,93.000,78.000,69.000,70.000,72.000,75.000,75.000,97.000,102.000,50.000,65.000,30.000,28.000,20.000,25.000,15.000,33.000,20.000,18.000,23.000,27.000,25.000,26.000,25.000,27.000,21.000,24.000,27.000,22.000,23.000,14.000,20.000,14.000,15.000,3.000,0.000
